usuario	tuit_es	tuit_en	sentiment	emoji
 CQuintanaMtz	" ¿Alguien dijo calor? Apoyemos el consumo de nuestros comerciantes locales, sin duda todos tenemos una paletería o nevería cerca, ¿qué van a pedir? #AquíTodosCabemos #Distrito10Federal https://t.co/CvEYuAzYaq
"	"Did someone say heat? Let us support the consumption of our local merchants, without a doubt we all have a paletería or ice cream shop nearby, what are they going to aske for? #HereAllCabemos # Distrito10Federal https://t.co/CvEYuAzYaq\n
"	1	😀
 CQuintanaMtz	" La participación de las personas en situación de pobreza debe ser central en las políticas y estrategias para construir un futuro sostenible
"	"The participation of people living in poverty must be central to policies and strategies to build a sustainable future\n
"	-1	😠
 CQuintanaMtz	" La propuesta Michoacán Sustentable planteará iniciativas para impulsar desarrollo del Estado, preservando y protegiendo recursos naturales.
"	"The Sustainable Michoacán proposal will propose initiatives to promote development of the State, preserving and protecting natural resources.\n
"	1	😀
 CQuintanaMtz	" La alfabetización es la herramienta más valiosa para combatir la pobreza, fomentar igualdad de género y garantizar un desarrollo sostenible.
"	"Literacy is the most valuable tool to combat poverty, promote gender equality and ensure sustainable development.\n
"	1	😀
 CQuintanaMtz	" Gracias a los #bomberos en la prevención y extinción de incendios y en emergencias médicas, de rescate y desastres de cualquier naturaleza.
"	"Thanks to the #firefighters in the prevention and extinction of fires and in medical emergencies, rescue and disasters of any nature.\n
"	1	😀
 CQuintanaMtz	" Con proyecto transparente y visionario la alcaldía lograría recursos para luminarias de Morelia, convirtiéndolas en tecnología sustentable.
"	"With a transparent and visionary project, the mayor's office would obtain resources for Morelia luminaires, turning them into sustainable technology.\n
"	1	😀
 CQuintanaMtz	" La deforestación y uso inadecuado del suelo en #Michoacán ha resultado en que se están agotando a pasos agigantados las reservas de agua.
"	"Deforestation and inadequate land use in # Michoacán has resulted in the water reserves being depleted by leaps and bounds.\n
"	-1	😠
 CQuintanaMtz	" #Michoacán tiene serios problemas de deforestación debido a la tala ilegal de árboles o a que muchos lugares han cambiado el uso del suelo. https://t.co/jkPmyWLPSh
"	"# Michoacán has serious deforestation problems due to illegal logging or the fact that many places have changed the use of the land. https://t.co/jkPmyWLPSh\n
"	-1	😠
 CQuintanaMtz	" Mi apoyo total para el proyecto de crear organismo que se encargue de la recolección y tratamiento de residuos contaminantes de la #Ciénega.
"	"My full support for the project to create an agency that is responsible for the collection and treatment of polluting waste from the # Ciénega.\n
"	1	😀
 CQuintanaMtz	" Acción Nacional gestionó 19.5 millones para Blvd García de León, vialidad primer nivel y parque sustentable; obras que estructuran Morelia.
"	"Acción Nacional managed 19.5 million for Blvd García de León, first level road and sustainable park; works that structure Morelia.\n
"	0	😐
 CQuintanaMtz	" La participación de las personas en situación de pobreza debe ser central en las políticas y estrategias para construir un futuro sostenible
"	"The participation of people living in poverty must be central to policies and strategies to build a sustainable future\n
"	-1	😠
 chavarosasmx	" El  @GobiernoMX debe reconsiderar e impulsar la producción de energías limpias que son más baratas y menos contaminantes. #MéxicoSustentable https://t.co/EQ7CIzuFBW
"	"The @G GobiernoMX must reconsider and promote the production of clean energies that are cheaper and less polluting. #MexicoSustentable https://t.co/EQ7CIzuFBW\n
"	1	😀
 chavarosasmx	" Este periodo estaremos trabajando para impulsar el crecimiento en beneficio de la economía familiar, garantizar seguridad, defender los derechos sociales, fortalecer las instituciones democráticas y tener un México sustentable. #NLD #NuevoLaredo  https://t.co/spXM9OHEBl https://t.co/jGDBfMrrCJ
"	"This period we will be working to promote growth for the benefit of the family economy, guarantee security, defend social rights, strengthen democratic institutions and have a sustainable Mexico. #NLD #NuevoLaredo https://t.co/spXM9OHEBl https://t.co/jGDBfMrrCJ\n
"	1	😀
 chavarosasmx	" La #ONU celebra su 74 aniversario de impulsar la paz mundial, los derechos humanos y el desarrollo sostenible de los países. ¡Enhorabuena por todas las acciones en caminadas al bien común! #DíaDeLaONU https://t.co/4CPL13RcyC
"	"The #UN celebrates its 74th anniversary of promoting world peace, human rights and the sustainable development of countries. Congratulations for all the actions in walks to the common good! # UNODay https://t.co/4CPL13RcyC\n
"	1	😀
 chavarosasmx	" Aquí trabajando en el frío 🥶, afuera hace mucho calor ☀️🔥 ¡Saludos! https://t.co/g7ISi9iztH
"	"Here working in the cold 🥶, it's very hot outside ☀️🔥 Greetings! https://t.co/g7ISi9iztH\n
"	1	😀
 chavarosasmx	" Votamos a favor en lo general de la Ley Nacional de Extinción de Dominio porque permitirá debilitar a los grupos delincuenciales en su aspecto más rentable: sus recursos y sus activos económicos. https://t.co/4fzJOKVya5
"	"We generally vote in favor of the National Domain Extinction Law because it will allow criminal groups to be weakened in their most profitable aspect: their resources and economic assets. https://t.co/4fzJOKVya5\n
"	1	😀
 chavarosasmx	" Hagamos conciencia de la importancia del desarrollo sustentable y los derechos humanos. ¡Excelente jueves! 🙋‍♂️ https://t.co/v1RIa465XU
"	"Let us raise awareness of the importance of sustainable development and human rights. Excellent Thursday! 🙋 \ u200d♂️ https://t.co/v1RIa465XU\n
"	1	😀
 chavarosasmx	" #SabíasQué Aprobamos fortalecer la prevención de la contaminación del agua ¡El agua es vital para todos, cuídemosla! 💧 https://t.co/ucf3RZf7y2
"	"# Did You Know What We Approve Strengthening Water Pollution Prevention Water is vital for everyone, let's take care of it! 💧 https://t.co/ucf3RZf7y2\n
"	1	😀
 chavarosasmx	" Por las altas temperaturas que se pronostican, suspendemos por unos días los recorridos callejeros y actos al aire libre en horas de máxima temperatura y exposición solar. Cuídense todos del calor. https://t.co/CrxNe4bLON
"	"Due to the high temperatures that are forecast, we suspend street tours and outdoor events for a few days in hours of maximum temperature and sun exposure. Everyone beware of the heat. https://t.co/CrxNe4bLON\n
"	-1	😠
 chavarosasmx	" Hace 80 años se hizo lo necesario para garantizar que México subsistiera de su petróleo. Y hoy, conmemoramos este gran esfuerzo y compromiso. https://t.co/NS5GWyahV6
"	"Eighty years ago, what was necessary was done to ensure that Mexico subsisted on its oil. And today, we commemorate this great effort and commitment. https://t.co/NS5GWyahV6\n
"	1	😀
 chavarosasmx	" Esta fecha busca demostrar la importancia de la alfabetización como motor del desarrollo sostenible. https://t.co/Bs6tXy5TSY
"	"This date seeks to demonstrate the importance of literacy as an engine of sustainable development. https://t.co/Bs6tXy5TSY\n
"	1	😀
 ThelmaCoraGarza	" El @GobiernoMx debe hacer compromisos más ambiciosos y cumplirlos bajo una perspectiva sostenible; tomadores de decisiones: capacítense y sensibilícense ante la #EmergenciaClimática #NoALeyIndustriaEléctrica #VotaLIEyPAgaEnLasUrnas @SenadoMexicano https://t.co/r9al1f9VA4
"	"The @G GobiernoMx must make more ambitious commitments and fulfill them from a sustainable perspective; Decision-makers: train and become aware of the #ClimateEmergency # NoALeyIndustriaEl Eléctrica #VotaLIEyPAgaEnLasUrnas @SenadoMexicano https://t.co/r9al1f9VA4\n
"	1	😀
 ThelmaCoraGarza	" La reforma a la LIE del @GobiernoMX es una injusticia ambiental y social pues afecta mayormente la salud y economía de los más vulnerables quienes sufren las consecuencias de sus decisiones. @SenadoMexicano #NoALeyIndustriaElectrica @ElNorte @Azteca https://t.co/uRJWByTvbd
"	"The reform to the LIE of @GobiernoMX is an environmental and social injustice since it affects the health and economy of the most vulnerable who suffer the consequences of their decisions. @SenadoMexicano #NoALeyIndustriaElectrica @ElNorte @Azteca https://t.co/uRJWByTvbd\n
"	-1	😠
 ThelmaCoraGarza	" El @GobiernoMx debe hacer compromisos más ambiciosos y cumplirlos bajo una perspectiva sostenible; tomadores de decisiones: capacítense y sensibilícense ante la #EmergenciaClimática #NoALeyIndustriaEléctrica #VotaLIEyPAgaEnLasUrnas @SenadoMexicano https://t.co/r9al1f9VA4
"	"The @G GobiernoMx must make more ambitious commitments and fulfill them from a sustainable perspective; Decision-makers: train and become aware of the #ClimateEmergency # NoALeyIndustriaEl Eléctrica #VotaLIEyPAgaEnLasUrnas @SenadoMexicano https://t.co/r9al1f9VA4\n
"	1	😀
 ThelmaCoraGarza	" La reforma a la LIE del @GobiernoMX es una injusticia ambiental y social pues afecta mayormente la salud y economía de los más vulnerables quienes sufren las consecuencias de sus decisiones. @SenadoMexicano #NoALeyIndustriaElectrica @ElNorte @Azteca https://t.co/uRJWByTvbd
"	"The reform to the LIE of @GobiernoMX is an environmental and social injustice since it affects the health and economy of the most vulnerable who suffer the consequences of their decisions. @SenadoMexicano #NoALeyIndustriaElectrica @ElNorte @Azteca https://t.co/uRJWByTvbd\n
"	-1	😠
 ThelmaCoraGarza	" Gracias a @daviid94_ por la extraordinaria y maravillosa #donación que hicieron para nuestra causa cocinamosmty sobre todo en estos días de tanto calor. Ver el rostro feliz de los niños… https://t.co/H7x6PNdm4u
"	"Thanks to @ daviid94_ for the extraordinary and wonderful #donation they made to our cause, we cook, especially in these hot days. See the happy faces of children… https://t.co/H7x6PNdm4u\n
"	1	😀
 ThelmaCoraGarza	" Excelente @VictorFuentesSN yo tengo un mes #enferma de #influenza #tos #gripe y dicen los #medicos que es por la #Contaminación y hay cientos de #enfermos igual o peor en el #hospital. #Gracias y ojalá hagan algo pronto. Es #URGENTE https://t.co/nHDCNWrZYr
"	"Excellent @VictorFuentesSN I have a month #sick with #influenza #tos #flu and #medics say it is because of # Contamination and there are hundreds of #sick equal or worse in #hospital. #Thank you and hopefully you will do something soon. It is #URGENTE https://t.co/nHDCNWrZYr\n
"	-1	😠
 ThelmaCoraGarza	" Muy preocupante. #Enfermedades por todos lados. Hagamos un #llamado al señor #gobernador @JaimeRdzNL es #urgente #atender este #problema #ambiental https://t.co/FHoPn2hCyi
"	"Very disturbing. # Diseases everywhere. Let's make a #call to Mr. #governor @JaimeRdzNL is #urgent #attend this #problema #ambiental https://t.co/FHoPn2hCyi\n
"	-1	😠
 ThelmaCoraGarza	" @dr_acamelo Será que tanta contaminación ayuda a que nos estemos enfermando los que nunca nos enfermábamos??
"	"@dr_acamelo Could it be that so much pollution helps those of us who never got sick?\n
"	1	😀
 ThelmaCoraGarza	" En Nuevo León tenemos serios problemas por la contaminación ambiental y apoyamos a @RicardoAnayaC en sus propuestas #PorMexicoAlFrente pare el mejoramiento de nuestro país. https://t.co/aPWAVKYpTe
"	"In Nuevo León we have serious problems due to environmental pollution and we support @RicardoAnayaC in his proposals #PorMexicoAlFrente for the improvement of our country. https://t.co/aPWAVKYpTe\n
"	1	😀
 jorgeromeroGTO	" Jóvenes de todo el país participaron en el “Encuentro Juventudes Agenda 2030”🤲🏻🕊🌳💦, 17 objetivos de desarrollo sostenible!   Gracias: @UNFPAMexico , @SedeshuGto , @MigranteGto , @UdeGuanajuato   #GrandezaDeMéxico🇲🇽 https://t.co/OAd3tgCjpt
"	"Young people from all over the country participated in the “2030 Agenda Youth Meeting” 🤲🏻🕊🌳💦, 17 sustainable development goals! Thanks: @UNFPAMexico, @SedeshuGto, @MigranteGto, @UdeGuanajuato # GrandezaDeMéxico🇲🇽 https://t.co/OAd3tgCjpt\n
"	1	😀
 jorgeromeroGTO	" Jóvenes otomíes en el foro de evaluación a los objetivos de desarrollo sostenible, donde participa @UNESCO @SedeshuGto https://t.co/gWyZghlniW
"	"Otomi youth in the forum for the evaluation of the sustainable development goals, where @UNESCO @SedeshuGto participates https://t.co/gWyZghlniW\n
"	0	😐
 Pane28	" El Gobierno Federal es ecocida, pues pasa por encima de la Ley Ambiental para construir el proyecto denominado Tren Maya: @AngelAvilaPRD https://t.co/EA6rRYzrXQ
"	"The Federal Government is ecocidal, because it goes over the Environmental Law to build the project called Mayan Train: @AngelAvilaPRD https://t.co/EA6rRYzrXQ\n
"	0	😐
